task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,cluster_id,cluster_hash_sha256,representative_sequence_id,cluster_size,positive_count,negative_count,positive_fraction,mixed_label_cluster,minimum_length,maximum_length,median_length
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_dbec537f492e3959,dbec537f492e395966af6297099253b16fed0b81a889c3274675ce97f2f2d3ae,952c5c97cd14f20eca39a3360c935176164166fff2fd4ca592fd792d5dad8f17,619,522,97,0.8432956381260097,1,25,34,30.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_a0e07d35b950af43,a0e07d35b950af431b5c5304056017c590b3dc504c75a37b3986827aee670ff8,bca057d17115e0b3dff200f4a1ec8be8e9a664ccb96bc560112a141d4d25f294,616,616,0,1.0,0,57,80,70.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_21fec1ffc56ccf81,21fec1ffc56ccf819a8c575939e80472bc24e879474e10fc1eff07b876f19c1a,7252fa18e064d85a6f2d5e95a9ac27277dd037b857fc546ddb4afcbbad3bef2d,451,451,0,1.0,0,26,35,32.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_293b794e01b8f5de,293b794e01b8f5de3f3362090fb16efefa04a526d74590f3561fdd59cde27816,985b950bf547efb2cfe902fb8c925f350a6c1aaf28efb39ae5922931be79da69,330,327,3,0.990909090909091,1,22,25,24.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_2fc7dbffe8ada80c,2fc7dbffe8ada80c85a36a2a5fa59ea99a854d2eab701c8480dfaf85bc1e4e2d,11c4d20d1ab2fbdbeae8368960ef0250bfa743bb682ba9601fb668fb7a9b1e4c,239,10,229,0.04184100418410042,1,59,76,64.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_8922602c3353a9fa,8922602c3353a9fa2746978b81b8311ebd389e602960f849c92bdb08afa4061a,dc571986c9b199db664c22d14bb42f5f908c3e7d56a37048f40d9d263fd73438,194,194,0,1.0,0,20,24,21.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_0c99f8836c2ee603,0c99f8836c2ee603ebc5f6c1d95512e7a51c140af0daaafac94cce9aadc68614,acf7b68750834dd012fbdd4fc7efcb96315aaa6f61a459b27fdfdf4eb3236773,192,192,0,1.0,0,134,148,144.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_c8e09d8896d88670,c8e09d8896d88670b0e93b32bfb34cffdcba5816976db9f2011a4b8e2fee211e,5d44c4903afa8e60a96026536b637e9e3685b1f4695b062580c2bc70a1f43313,186,185,1,0.9946236559139785,1,41,55,50.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_e6da3d36b5bf3ad9,e6da3d36b5bf3ad9db9bc99e797c7dccd7b7cdfc5633d44004711025cf657ec6,36c0021248a6e0f515418dd95bfe1920c0464cba9d51ea3ab101f71ea5167269,181,181,0,1.0,0,18,20,19.0
amp_vs_without_amp_evidence,H30,0.3,0.9,H30_51c1ff188c32c684,51c1ff188c32c6849dd0c34fa716675f0c83eb2b4ac2b70b28263e6ffab2a80a,204290204f69ec050ae57cf2b5be5c2382ebb880daf6d9e61241b5383b6b6042,173,172,1,0.9942196531791907,1,10,17,13.0
