task_id,homology_config_id,seed,cluster_id,total_count,positive_count,negative_count,mixed_label_cluster,partition
amp_vs_toxic_without_amp_evidence,H50,1,H50_e078f08158725aab,615,615,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_37c3df7f945142b5,327,327,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_d1e1cf2e8b8cf3f2,320,295,25,1,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_d00a6ad53f8bf5a7,229,223,6,1,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_a2dc265a71602824,221,221,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_552802e566a4a7c4,195,195,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_a3a6dc7c29f7a53a,192,192,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_f67ed7bd07e641ed,192,192,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_7647afdbf53cdd92,179,179,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_b880b2b97a269ba8,165,165,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_80046fec00247f5c,149,149,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_3b766317f03ad77a,144,0,144,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_47a14f8a2f94afd3,133,0,133,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_355e3e5f14f24f51,132,0,132,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_55203671d6770152,128,0,128,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_045c88592d48047c,125,0,125,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_6818083c0c351350,115,0,115,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_6eca2e0b6fcef7f8,113,113,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_97f6eb311bb0ea67,106,106,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_c45acf15848b7933,105,105,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_7d221d906af29be2,103,103,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_2e214581c8341f2d,99,99,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_4d63873d1db1d6b7,95,95,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_72a7df05f8c97599,94,94,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_3c7d303b1bb9eb32,89,89,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_4bdb12f853a94cd9,89,0,89,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_96e9bdf640a373d4,87,87,0,0,validation
amp_vs_toxic_without_amp_evidence,H50,1,H50_f49ce370a22d2e41,82,0,82,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_eb288a7c92348c92,81,0,81,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_1948bcaa1e1f2fc1,80,0,80,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_143e9610263d4132,80,80,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_9b0f4484397e1863,79,0,79,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_3f648f7e2bf904bd,76,76,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_5f6e7f9637834c5d,73,73,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_4f291d6748d3de75,73,73,0,0,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_207f0f7abe55c299,73,4,69,1,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_c03d1eb919a84bd2,72,8,64,1,test
amp_vs_toxic_without_amp_evidence,H50,1,H50_0c1c7f2fdcbb06f9,70,0,70,0,test
