task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,cluster_id,cluster_hash_sha256,representative_sequence_id,cluster_size,positive_count,negative_count,positive_fraction,mixed_label_cluster,minimum_length,maximum_length,median_length
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_e3af8574e5b6124d,e3af8574e5b6124d18a28f548c51d4c3cead5631e5f60e0199ce7b119afffb2b,64e73d385d2865638f5d4e501c2691b2a0b1a19a1097c4bcf5244f30faf9d335,500,500,0,1.0,0,57,80,71.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_f41d60be7419ffeb,f41d60be7419ffebde90f7f48ae29f26473c2707fb95cee54d7f1e7555d390a8,40d75c87903f45af9cd1a0d95e9deee81cc2fe7f4249675727418fb0c0cb98a4,353,283,70,0.8016997167138811,1,26,34,30.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_ec5e4012876a9db8,ec5e4012876a9db8b9ea4e7f456538708199eb91221f62afb6615c8f3a1507e1,985b950bf547efb2cfe902fb8c925f350a6c1aaf28efb39ae5922931be79da69,327,324,3,0.9908256880733946,1,22,25,24.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_8c432091469fdaa7,8c432091469fdaa766134328cecf79e508b609cb3ca984869d82e11080816a1e,0c697f187af03a6578b761d14cd85970ed83a93acca3afad5bf6c7879d5a9faf,251,224,27,0.8924302788844621,1,25,33,29.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_0617fe88b76d731c,0617fe88b76d731c22044b3dd54547e104d241f0a59635a5dfd607c17f9d5ae2,20a4dfd7fc7a4558e0445bfa3e3a37ba3d39e32001aed4abef7cfdb56b967d10,223,223,0,1.0,0,29,35,33.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_353a773129523bf8,353a773129523bf8aa9cd76e1e03a671d5cda38e13da2677423beb6e843d89e2,01387a36d3cc98dfc88dd1e29edbe2fb4bd943365dae89c26dc87aa87a7b845b,223,223,0,1.0,0,26,35,29.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_0c3b411fee944b48,0c3b411fee944b48fefd11c28892b560a82b1c8e39fe114d935b4ca94f2034c6,820226670ec496b5670e4801c977fa2c0ed15115e5dad9bcd4d7dfaaba64a36a,192,192,0,1.0,0,20,24,21.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_4d8c23715bf17240,4d8c23715bf17240d20c62d2b69cb895074798adce71334d85a7ae2afdccd6d1,acf7b68750834dd012fbdd4fc7efcb96315aaa6f61a459b27fdfdf4eb3236773,192,192,0,1.0,0,134,148,144.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_b79bb2ff6332de88,b79bb2ff6332de88f21420020f671281041e8611b9587f1b83786241736d51f4,36c0021248a6e0f515418dd95bfe1920c0464cba9d51ea3ab101f71ea5167269,181,181,0,1.0,0,18,20,19.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_6380c09cd5aed4e0,6380c09cd5aed4e0a7fdf6cd918ef64bb43ece64b1b01fa50c6bda61e6369ef0,204290204f69ec050ae57cf2b5be5c2382ebb880daf6d9e61241b5383b6b6042,173,172,1,0.9942196531791907,1,10,17,13.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_84def52a2901e97d,84def52a2901e97dc59905d7604fa98e7ee8819a2d08dc36f95178013e22ff59,1ced339f7060f25b7fb51f28e9eb342b3d093b9298bd4dcce3931a9c21d46bc3,165,165,0,1.0,0,96,100,100.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_c9296e3b1b625b9f,c9296e3b1b625b9fdc30f3b9398e91564734a8ef26261f8ecca45fe7e9652ede,fb6b438d181c41aed336af0cdde1ebd1dda183fb366500f16cde7b92fbff7293,145,0,145,0.0,0,15,19,17.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_33d717924447c27d,33d717924447c27d892fe631be431fd1a55e84c0542d065cd21118445b6ed114,a798b52ded9561021e3b169e81741f69626340a3a9f7401984e5391f376922a0,136,0,136,0.0,0,66,80,69.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_c7e706fbeeb48016,c7e706fbeeb48016696d8fbf59f76b5c86cab7bd3bf1fbf1b20d96b8f3c8c1a5,f40df46a37ccbb42a0968a9edcbf6bd803f60741591202581fa0424bde358428,132,0,132,0.0,0,130,137,131.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_ff8d4d770e1b8c73,ff8d4d770e1b8c730a94d6202dae72f5a7c2737d349ad91989a84efe810aa94f,11e9f0176c09a65c2b6f11900f9dd7776b5dd4e2ce2df1f9f8c67407b5a327f7,128,0,128,0.0,0,21,21,21.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_abf847f3433ce5b4,abf847f3433ce5b467e05fb5862e895a69a4bd41834a427e86d52743685df2eb,451fd3270d1d1472e4077c29291906182a964747c01b208184f6be7fc30431cc,123,123,0,1.0,0,34,44,38.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_4b31eacdb779f33f,4b31eacdb779f33fa7f861030bb5db965dc28386bacb7af9066b6318729a6463,16d5e076aee5496a79959d5353dd4908dd62c260f3278c5011636d62d46541bc,117,0,117,0.0,0,12,15,14.0
amp_vs_without_amp_evidence,H50,0.5,0.9,H50_df3d0b8ff0c43bfa,df3d0b8ff0c43bfaaf44a2d271847c1e6d08c2e6e91127957d92b68fedfa7247,391b13cdd184903660a197315bc3654499fb93069c21578d74614712acd9c2c9,115,0,115,0.0,0,75,95,79.0
