task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,cluster_id,cluster_hash_sha256,representative_sequence_id,cluster_size,positive_count,negative_count,positive_fraction,mixed_label_cluster,minimum_length,maximum_length,median_length
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_baa76feda28aff24,baa76feda28aff243eeadb6b1bd84b43a85a50ef4dd740c6c9d84a45cf2dee2a,5a7b34324062190769a22d49c803adb1ac33e62462e0c4b010cada512f9c071d,243,224,19,0.9218106995884774,1,26,33,30.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_0a310700636080db,0a310700636080db1752409921c2ec8dd620574d00c88dd9de854d2fcb12531e,f7e5819faab6dd1b7212dfb93abfd3b5637eaf6c56065976fba8ec256378f373,194,194,0,1.0,0,19,24,21.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_95086c91235e12b0,95086c91235e12b0609ec82e62b3697f2ad7d4f953e5ba30b62d639c54599092,acf7b68750834dd012fbdd4fc7efcb96315aaa6f61a459b27fdfdf4eb3236773,192,192,0,1.0,0,134,148,144.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_d246681ff327076e,d246681ff327076e07c57a69cafae23ea1b7f76766b3da75439e83f615933eb8,bd0ecacc7387f2b84b2b9326f549e75bb73646540c016a5a9d94679254de5598,191,191,0,1.0,0,18,20,19.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_6ac0306df6952238,6ac0306df695223859d59d3174d1a4a1024b7e3eb79ae97abb54fd808662bde9,952c5c97cd14f20eca39a3360c935176164166fff2fd4ca592fd792d5dad8f17,183,178,5,0.9726775956284153,1,27,31,29.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_59870328cfef9d41,59870328cfef9d4125e29665462f0b63712f5c474c000fe12c3a6720274caec8,f1257d336456140c43d0d53776b13641b199e4d70d626ff4b45296242654bbc3,170,170,0,1.0,0,10,17,13.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_814c0768cddd2590,814c0768cddd2590024283748fcc50e874ec76af35d88285602a2dd1633ae21c,4105995849c11b96e06cd1c02b35e9bd580c4e3129dd0f19a4e2107721a8b0f5,155,155,0,1.0,0,22,25,24.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_c4c9a6729d5c05c3,c4c9a6729d5c05c394c591905957a803447cb1917cc68ac7d6eaeeea7aead5f9,2e9f90a0e2cb3813453b12d2be6ea81fd08dc921037c2c4b01503ee2c1fed6da,154,154,0,1.0,0,96,100,100.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_6b55ecebe78f0fba,6b55ecebe78f0fba146cf2ff0161a8f063fe3be15ec8f3c5e235460b96107425,47611c60a9b8d48d9df11e8a53245ef7df8318ecad9f2c7fdee77ad126dabc81,149,149,0,1.0,0,57,87,67.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_c6437414a9ea6278,c6437414a9ea6278b43a607d18888fc63311506c0c3f1c7e3e1199f2649db4a7,b7b744b84febde2b87d8c76e564d7f33a448145194ecac69459036e15c461283,132,0,132,0.0,0,130,137,131.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_3723bbf106526199,3723bbf10652619991d4f88f77caf166e3431e2b5d4c92784f21965d5e491ea6,0a2d47ea88a8d9ff3750a78c745078c83fd587dba67e68105bdff6405e0eeb37,128,0,128,0.0,0,21,21,21.0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,H70_f71c23814b602dc0,f71c23814b602dc0ca6ad3aad8696a67432c316bf69128a09852aa2dd5b97971,a047a7a89a4f0088940164a95b64cfd0a4b49320ec0f5d93229e9d21281b570a,103,103,0,1.0,0,67,76,72.0
