task_id,homology_config_id,seed,cluster_id,total_count,positive_count,negative_count,mixed_label_cluster,partition
amp_vs_without_amp_evidence,H90,0,H90_2f6b71645a12bef3,182,182,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_30f9d571b8226587,152,152,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_897703e5e0eea95f,150,150,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_4db515c77df8843d,128,0,128,0,validation
amp_vs_without_amp_evidence,H90,0,H90_ee5da1b6e4641749,116,116,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_e3d25ee4334088ac,78,78,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_9284def13b98accf,76,0,76,0,validation
amp_vs_without_amp_evidence,H90,0,H90_65ad494ba265cb3e,74,74,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_01ecedaa20918eeb,73,73,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_c7a4e14fb9cd9e96,72,71,1,1,validation
amp_vs_without_amp_evidence,H90,0,H90_59a0fb920b72c433,63,63,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_f6cdad4089127790,62,62,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_661d4efdd8f035bb,62,0,62,0,test
amp_vs_without_amp_evidence,H90,0,H90_8daae7aff76430b3,55,55,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_4be6ba66e08e7ec8,55,54,1,1,test
amp_vs_without_amp_evidence,H90,0,H90_5adf80ab36f3ae60,51,51,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_7f920dc72a3c9049,50,39,11,1,validation
amp_vs_without_amp_evidence,H90,0,H90_f7613aa82c83ba78,49,49,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_4fcf530a481fb1a0,49,49,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_1e0b6c9ba896e5e9,48,48,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_8d327a375c31e524,48,43,5,1,test
amp_vs_without_amp_evidence,H90,0,H90_6afa9c94b97ae06e,47,47,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_703096daefc7796d,46,46,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_5f9b5223fdada589,46,46,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_5566825a5824a0fb,44,44,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_0797ad11cfe824d2,44,44,0,0,validation
amp_vs_without_amp_evidence,H90,0,H90_98bc37901e5ade14,44,44,0,0,test
amp_vs_without_amp_evidence,H90,0,H90_5b609f30704c3b1a,44,44,0,0,test
