task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,cluster_id,cluster_hash_sha256,representative_sequence_id,cluster_size,positive_count,negative_count,positive_fraction,mixed_label_cluster,minimum_length,maximum_length,median_length
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_8ddf13d2178f8d51,8ddf13d2178f8d5124a5293fdf2cb982b6ee9af8e7c526aacaeabd8ffd8d50b9,40d75c87903f45af9cd1a0d95e9deee81cc2fe7f4249675727418fb0c0cb98a4,301,240,61,0.7973421926910299,1,26,33,30.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_16505bf2ee52cf81,16505bf2ee52cf81311388a928a83e52c583c578afd4f7ddebfb7ec7a0767e95,50ce48805d0d5d5fac1714622ef99d027835457f1615a421e5f39c0aa80902cd,213,190,23,0.892018779342723,1,27,31,29.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_9db39de4421f2c89,9db39de4421f2c89b98af95fcd3300697cbc625bea45a8fa0a219abfe9500a53,409521454f8c8966836e300e8187ae59e7e952f27c69f6b79beb93ecafc80f9e,210,210,0,1.0,0,22,24,24.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_cdf9f89bbc1922e2,cdf9f89bbc1922e206de917fbcce60c73c0bde3d85a5c458c67bba02becb32d5,fdf849d5816de4c98ca5d3db40c71f77a71c97604b9df10d7ada7fb4d0ecdf8b,192,192,0,1.0,0,134,148,144.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_700cfc9a66f9338c,700cfc9a66f9338c8f1c48afa5e0e055624de7d441a5e4598002712ba9a0d40a,1db32d7990a3c15541bc54970d0d9c86fe301b2a71ed2c2ff8ee4fc468b575e4,188,188,0,1.0,0,20,24,21.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_2f76757f124e739d,2f76757f124e739d072201a5e114b76c6e31cb5baebcab4f30b9dea1e0e830fa,36c0021248a6e0f515418dd95bfe1920c0464cba9d51ea3ab101f71ea5167269,181,181,0,1.0,0,18,20,19.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_c0aa30c83724d999,c0aa30c83724d99944397185b583e492e6c0f77ea1c9ac3f05c07d1a82d6901c,c78b2111b364acf01984fbdafc941285ae64e57fcb21964aca9bf313dfee09c9,170,169,1,0.9941176470588236,1,10,17,13.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_8adae75584c9e811,8adae75584c9e811b4ed1e080521c57675406698bb09c11ac75686b68b1ba1fe,1ced339f7060f25b7fb51f28e9eb342b3d093b9298bd4dcce3931a9c21d46bc3,154,154,0,1.0,0,96,100,100.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_f93d2d8445d3a863,f93d2d8445d3a8633f2aa0a25d84f1dc77a1ea4098da889976a9a87ca11217d4,bf50b49ce8c754ba9004feb9b3199da728fd12538d611a3fd05657e94a7b9dbb,146,146,0,1.0,0,57,77,67.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_2aaee8261ddc6b26,2aaee8261ddc6b269800f4a6ab21d86568f4dc00b09c5cff34c6ba0bfd43735a,b7b744b84febde2b87d8c76e564d7f33a448145194ecac69459036e15c461283,132,0,132,0.0,0,130,137,131.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_addeb006792a9af8,addeb006792a9af831f03b9e8b7be1502a3ec51f98a6019e727e95ac32c1545d,11e9f0176c09a65c2b6f11900f9dd7776b5dd4e2ce2df1f9f8c67407b5a327f7,128,0,128,0.0,0,21,21,21.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_8f32d374a952178f,8f32d374a952178f470edf1fc60c8b0076f5835e060a8c1dba63c85d9fd33e10,16d5e076aee5496a79959d5353dd4908dd62c260f3278c5011636d62d46541bc,117,0,117,0.0,0,12,15,14.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_7124803b0046e608,7124803b0046e608913fbd397ca07070d5ca504903653f00399caf69e6759e02,07c46c355f853e8c894add969dbb0e73465a7f7a5d7d7201efc430ac4664b6ee,96,96,0,1.0,0,32,33,33.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_e60e415b9fa520ff,e60e415b9fa520fff70b9fb52eeda6fe38951466b56de3f2a6d8f2ac9ddea1dc,5f711cbcb0f0d4a1c7ba4841793d92d6504fada44c3e699d1ebcf5c75b2c1869,95,95,0,1.0,0,67,75,72.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_2793d92a4c5096b2,2793d92a4c5096b2e38e298947b6f80e59ad753e88e3e2a85ab7eda09311df17,885543ae921dc8ca4e8b2acd3f9d3a709aa006b2e0feb2e4817fc07ecd314987,89,87,2,0.9775280898876404,1,16,20,17.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_0c58b28d90adfba5,0c58b28d90adfba51d03ae92de6ff52e83d9a514c66a219f443926acf2e1bdd1,513ca6fcd45e90a11a94ebd8adb1d879ed8a6565886d3a6780c9bd3e6c717006,86,86,0,1.0,0,26,31,28.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_e0b2c87c79bd9db5,e0b2c87c79bd9db5cf9cda5817c2f2606de3ee034f10647f8b913314582b681c,80e0f3537bbef7777d4659af87bf27925feaa1bbc3514f8a8a3ef216d97f64fd,84,84,0,1.0,0,69,76,75.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_dddd5da5a2bf90e3,dddd5da5a2bf90e338f517f603f094c5431379c2457a297aca4360bfdb3f5a10,9549d9dc339258d476ca2b1cd11de358c55e64003f319f2f39cd3a418cfd976d,82,79,3,0.9634146341463414,1,25,27,26.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_76ee04cb484bbb3a,76ee04cb484bbb3afe058417191fcee1ab17e5ef3627145727a2422908f020d1,aee3d502296714669ff7b03c6465cb78c4277242248bcea8807589161c21bf3d,81,81,0,1.0,0,21,26,23.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_8fc55779285c56f5,8fc55779285c56f5450bae4d1ae1e056efd7506d0ff5fe453dc9a86b610c5393,8ed2bb389b03f02789aef052c6f9f6637de817894828e64ab1a205cdf0a11e31,80,80,0,1.0,0,42,49,46.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_dcf90a147229d7d7,dcf90a147229d7d78232b3b9b6d8ac27c59ca0a9d5a131375cb5a194134a58a3,613ae2247f3e0a59c1c42510d2954a60ba46af9b5a1a88625cff9dff43c68ec8,75,75,0,1.0,0,35,39,37.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_c39727257648b96b,c39727257648b96b560d74de19df58254aafc4e2efd17853ca920150ac70991b,def55d5a8ff71d60cc5c3ef9a41446304aaa81af2c7c94f8cda9dee4f0353f99,73,8,65,0.1095890410958904,1,23,28,25.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_e01683c91756fd62,e01683c91756fd62896ffc240c14c2f249606cbcd59cd58fa0747023d02fe9e2,affe6669312b48fa3dd42c66582755ccf057bc0a8334604b6e3eebb17858e47d,73,73,0,1.0,0,12,14,14.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_dc4ab38b79df27b7,dc4ab38b79df27b79459b7e8dc4ea46c8449d9229bb614ec8493e6360e47f107,b21f3cdce566d456e17c72afa2ae8e16bb26dcb94f1f640aba400d73b7946f6f,71,70,1,0.9859154929577465,1,33,42,37.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_34c433dd775898e6,34c433dd775898e6cfb5d485255439e631faf36816ed1ef2b333eabc58ca10ce,b3dcdebc21fc6b334f71b1c1fadc111863a38a4143837cbeb1fc9541376313ab,70,0,70,0.0,0,59,61,60.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_4e6e5f397a1d3236,4e6e5f397a1d323620ed90aee2b827c7f57fa3426b85fdbecab9e2b568e70d5f,02af4e6875639074917450a12754d5ecc22a97aed69645518111691d47f0a85f,69,69,0,1.0,0,48,51,51.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_04977b622472033d,04977b622472033d6c6dd93a000233ab6d7981e10c0f34b590c176ba830e78e8,57aeb6dec7e2bd9fdac659bb91f5dbed3777fb1e40aacf628e752ab7ee5f6dce,67,64,3,0.9552238805970149,1,10,15,15.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_10d0da3b4e333a4b,10d0da3b4e333a4bd993ca1392ccb43343e75402c69486c903c47f8ec96e245a,afa91d203fe7298680894cba2b0373c78d0a7cea9fc69d6d92040ff35794b25d,67,0,67,0.0,0,90,107,95.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_1abb8df09e80b1f8,1abb8df09e80b1f8d8d078da6ac1c4072e3038d52194a85661625788b7fc3582,64e73d385d2865638f5d4e501c2691b2a0b1a19a1097c4bcf5244f30faf9d335,67,67,0,1.0,0,61,74,66.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_d0667e64ef6a218a,d0667e64ef6a218aa4de7a885b2232e96407972cfec28511b83e1227759d8750,7d9f22d9b36111129375bed3e690ee0bacd04787a9e38dab2462107e2448bf34,67,0,67,0.0,0,68,74,69.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_7af62b14f0c80084,7af62b14f0c80084d8fcfa6d498efe1c2f0feb6a3de7af80b98491ecff3adc45,5724112760126b0fe75dd178605f2c4005663ad98389d016f7fe05232c6fd0e6,66,0,66,0.0,0,15,18,16.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_852b583e52a1fe97,852b583e52a1fe97b13b7b7dd7a0dbe32fe541179e4ba193482af2b32101e6e2,3eebbf07442df6906986207425263edc4e60cb6ebdb3b26f2c445059aa69abfa,65,65,0,1.0,0,18,21,20.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_c2f0bba0a2dbd56b,c2f0bba0a2dbd56b47613c30e0d5472d00a19b66987502946c6113dcea6fa7cc,6396522d4665cd3fbb18354ad7cce225393c5f494136ac49ce6968e95fb49418,65,65,0,1.0,0,41,46,44.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_85882a97c90b5e37,85882a97c90b5e3793c6d53c8405cce1942a670d5f08512335759ccf9fcfc9fc,f7b65476a7452e2d5b625df79165dd125bc0fcfdee940581a6a7e3c2f412956e,62,0,62,0.0,0,83,85,85.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_45b42d92c1470085,45b42d92c14700856b969e54297c83845cf812bdad3ed06b99f6c21bbc59628f,cb8574413092ee76ce3dd46d2d70eca69e17506b6b06bfc89304a42d1fb5d3c6,59,0,59,0.0,0,56,69,63.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_2a255d9fa3186127,2a255d9fa31861278dbcf8668bd5d0c52a6f773a28b915436377358a236076fa,10c6008e0135d2d96b848fd008a1fe18208f0317e2e4f38df674ef296222dd8f,58,58,0,1.0,0,36,36,36.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_315d7ffe73b68bb5,315d7ffe73b68bb5c598db0f1fc147381c868d1cc79c7484b714dfa26ef5a67c,1b0643ee0e5c31ada894f0a799beecb028806385fe9144312928221925d49448,58,58,0,1.0,0,12,18,15.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_8aad3f78624181ea,8aad3f78624181ead731366b0cd361b096503f7fc0a8482c4261a57f1b54f36a,dc8210291c688b8eab28a246be86c7c176d21fcd16a0ea1ad940a093ad341b4f,58,4,54,0.06896551724137931,1,64,70,65.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_89c8053bffd1fea2,89c8053bffd1fea25663adb85242b1e63d2bb54525465253c5ff1eaaa1879db0,5e3bbb344b241aaa1a26a651711a5f51e530102c5f726d203113b5790985aee7,55,54,1,0.9818181818181818,1,15,18,17.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_dad68537c6b17a05,dad68537c6b17a052c1a58d7a0731078f15f5e0811af0db4400ad94e010d4963,9c40e445db9048be72cc126a3bfb67daa21c350c38c67d9c902236dbc88a0882,55,0,55,0.0,0,16,17,17.0
amp_vs_without_amp_evidence,H70,0.7,0.9,H70_be4f72c738b027f3,be4f72c738b027f31c4b6b1de1ae9bc043cd3a5fd647d03b8b2eaf073262c4ca,2ac6dcb9caebea1b22469c4cb5d18d554b25675bb733b2fc89dbcdd0d27df607,53,53,0,1.0,0,33,33,33.0
