task_id,homology_config_id,seed,cluster_id,total_count,positive_count,negative_count,mixed_label_cluster,partition
amp_vs_toxic_without_amp_evidence,H30,10,H30_d8e1beaf518374ea,615,615,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_8c35daf38ed6d9aa,328,328,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_e05b2d4fc6abb6bd,324,299,25,1,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_1a58b665c4ac304d,302,0,302,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_699184e4ad2851ae,244,244,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_2131f7707688b646,234,228,6,1,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_1024f308cbc72728,227,10,217,1,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_39842a67481bb9bb,196,196,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_1c66a7c86fe1d5f7,195,195,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_7032263b60e7964b,192,192,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_d16b2c56ab4e73eb,192,192,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_1aad85985c665b4c,179,179,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_1e191d958d2b34d3,177,0,177,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_06c4bbaa0498e74e,168,0,168,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_7ed1f3f0a6bc9e1d,165,165,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_57757108c14576d4,165,165,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_2de4c6676a557fab,163,0,163,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_dd8752c5ef3c3e06,149,149,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_8bd4e87c7c758508,144,0,144,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_058519e2baaa87f8,140,140,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_f8d40adef59f7b67,134,0,134,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_09047dd4cf3a4846,131,131,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_6517a0559a47e153,130,0,130,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_2a3113fc352ba15c,128,0,128,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_c6da982e5601356d,125,125,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_16839aa580cba989,125,124,1,1,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_5115142e587746d4,124,124,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_91907537cbca44cf,116,116,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_923a51285fcbb57f,115,115,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_27460a30e93344a5,107,3,104,1,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_8e279f3a4c1fe36d,105,105,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_b3534319586b0500,101,101,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_85200d16edd4b700,98,98,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_88f323a746347adc,94,0,94,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_6458bc4b3728a02d,91,91,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_880e078969a44498,91,0,91,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_e14437d64105f156,87,0,87,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_4233ec45ceb81694,87,87,0,0,validation
amp_vs_toxic_without_amp_evidence,H30,10,H30_2ed6fc5ba57deebb,80,80,0,0,test
amp_vs_toxic_without_amp_evidence,H30,10,H30_8d3875fa0606d727,80,80,0,0,validation
