task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,cluster_id,cluster_hash_sha256,representative_sequence_id,cluster_size,positive_count,negative_count,positive_fraction,mixed_label_cluster,minimum_length,maximum_length,median_length
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_e078f08158725aab,e078f08158725aab1f1826627a0f576fada2e28fa1c96a28671dd819e841c2ce,d8bed0368c58d99afa7a3ea03dd651c3414f64c116b569f1f6c6c20cac8c32c3,615,615,0,1.0,0,57,80,70.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_37c3df7f945142b5,37c3df7f945142b5c3014f0592ba8a37e1354e6ab1df9f3be8a947cc486d8d1c,4a5d165f9d4af90234bdacae9c3c997f0b71c63ca0ee477007442b7876cd2ba1,327,327,0,1.0,0,17,25,24.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_d1e1cf2e8b8cf3f2,d1e1cf2e8b8cf3f240370ea54b5bc040b59105947547b3faf35da5084eb103bd,6974399d3569680051011f88b1287c72928664c0757d3cc6bf3fef962aebf73d,320,295,25,0.921875,1,24,33,30.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_d00a6ad53f8bf5a7,d00a6ad53f8bf5a71cbeb2790dfb59c96e565317702c3ff1abf545ad45f5efe5,952c5c97cd14f20eca39a3360c935176164166fff2fd4ca592fd792d5dad8f17,229,223,6,0.9737991266375546,1,25,33,29.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_a2dc265a71602824,a2dc265a71602824acfcb735e7c06b6317ce67b6c4896159ee6bb89be03f905d,20a4dfd7fc7a4558e0445bfa3e3a37ba3d39e32001aed4abef7cfdb56b967d10,221,221,0,1.0,0,29,35,33.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_552802e566a4a7c4,552802e566a4a7c46f0909aeb5394763a3b14d6b611f2749553e6f79071f5bf1,3d95a71fd8a55991daf0bcb01cd5a422f3cf7b9dd583cfdedf395ce115209963,195,195,0,1.0,0,19,24,21.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_a3a6dc7c29f7a53a,a3a6dc7c29f7a53a82886fdd9b8f7f8c3a9cea61291a93def6dde1d2ed32bb1b,acf7b68750834dd012fbdd4fc7efcb96315aaa6f61a459b27fdfdf4eb3236773,192,192,0,1.0,0,134,148,144.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_f67ed7bd07e641ed,f67ed7bd07e641ed2e06ec5e7cb5b224689224a4b9c45c6976d303b8c724712d,bd0ecacc7387f2b84b2b9326f549e75bb73646540c016a5a9d94679254de5598,192,192,0,1.0,0,18,20,19.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_7647afdbf53cdd92,7647afdbf53cdd9279620bbaf54bfcd750d2a70b98e4205e3baf67c88ec99c3a,f1257d336456140c43d0d53776b13641b199e4d70d626ff4b45296242654bbc3,179,179,0,1.0,0,10,17,13.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_b880b2b97a269ba8,b880b2b97a269ba89eb1d5f41bfda6f39f8e9b2058aa02797a9b1df62e62482c,bc4c00a7ecbf8d72f55f0f3accd30ac7fa871972c1a4c8050e8526c162a9988c,165,165,0,1.0,0,96,100,100.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_80046fec00247f5c,80046fec00247f5cf30ec48be256e8820b9da928436f6d4dd32d0b1a27473a00,10b3a1638ab19d76b4a6abc1a3fbfd7e3b30c0aaf17b256a496cf65677d53d73,149,149,0,1.0,0,26,35,29.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_3b766317f03ad77a,3b766317f03ad77a89454d0d074df6362d1263562b60e61e49d52a55415c05f1,056c09056b0496c24747cf35e5437681a5ceb291fe1f95eeb05cc86c7dc2638e,144,0,144,0.0,0,15,19,17.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_47a14f8a2f94afd3,47a14f8a2f94afd3ac90a002e3002bb4fe76b8217cf03289f6c37c918f7ed68f,a798b52ded9561021e3b169e81741f69626340a3a9f7401984e5391f376922a0,133,0,133,0.0,0,66,80,69.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_355e3e5f14f24f51,355e3e5f14f24f5131ef423e2e14e607a2146a2df02116d8ed12f6475fe2ab0d,f40df46a37ccbb42a0968a9edcbf6bd803f60741591202581fa0424bde358428,132,0,132,0.0,0,130,137,131.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_55203671d6770152,55203671d6770152b13c755de5ebda94e7f747faa9904c8bb88d91d010ed6915,0a2d47ea88a8d9ff3750a78c745078c83fd587dba67e68105bdff6405e0eeb37,128,0,128,0.0,0,21,21,21.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_045c88592d48047c,045c88592d48047c17138cc96d2b5b0f1f4ef29ce8c3647d585a1d7263e6eb1e,92422838768d93c2a92bd907538bf1811519108242615e76efb01a8fbb9a784a,125,0,125,0.0,0,24,34,28.0
amp_vs_toxic_without_amp_evidence,H50,0.5,0.9,H50_6818083c0c351350,6818083c0c351350e2eae3cfd081c55a8c6658ac7d9c3559046b7a50b29f31da,391b13cdd184903660a197315bc3654499fb93069c21578d74614712acd9c2c9,115,0,115,0.0,0,75,95,79.0
