task_id,homology_config_id,seed,cluster_id,total_count,positive_count,negative_count,mixed_label_cluster,partition
amp_vs_without_amp_evidence,H30,1,H30_dbec537f492e3959,619,522,97,1,test
amp_vs_without_amp_evidence,H30,1,H30_a0e07d35b950af43,616,616,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_21fec1ffc56ccf81,451,451,0,0,test
amp_vs_without_amp_evidence,H30,1,H30_293b794e01b8f5de,330,327,3,1,validation
amp_vs_without_amp_evidence,H30,1,H30_2fc7dbffe8ada80c,239,10,229,1,validation
amp_vs_without_amp_evidence,H30,1,H30_8922602c3353a9fa,194,194,0,0,test
amp_vs_without_amp_evidence,H30,1,H30_0c99f8836c2ee603,192,192,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_c8e09d8896d88670,186,185,1,1,validation
amp_vs_without_amp_evidence,H30,1,H30_e6da3d36b5bf3ad9,181,181,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_51c1ff188c32c684,173,172,1,1,test
amp_vs_without_amp_evidence,H30,1,H30_cf59abb8ff014e62,165,165,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_9eba6c3eb2fef29a,163,0,163,0,test
amp_vs_without_amp_evidence,H30,1,H30_a783d19a57931fab,158,158,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_b12dfcfe7becc5b2,157,0,157,0,validation
amp_vs_without_amp_evidence,H30,1,H30_0f62300e776a4ae1,152,140,12,1,validation
amp_vs_without_amp_evidence,H30,1,H30_81cf857b7ce6169c,147,0,147,0,test
amp_vs_without_amp_evidence,H30,1,H30_207b35ef7d259d16,145,0,145,0,test
amp_vs_without_amp_evidence,H30,1,H30_52c27b3bf9cfe83f,143,0,143,0,test
amp_vs_without_amp_evidence,H30,1,H30_a6dfc54ba965cd2e,134,0,134,0,test
amp_vs_without_amp_evidence,H30,1,H30_4cd8f40f1ff311fa,133,132,1,1,validation
amp_vs_without_amp_evidence,H30,1,H30_8fefa2dc045ab8ee,130,0,130,0,test
amp_vs_without_amp_evidence,H30,1,H30_b923fca1b135bea2,129,128,1,1,validation
amp_vs_without_amp_evidence,H30,1,H30_e0c19690a3354ba9,128,0,128,0,validation
amp_vs_without_amp_evidence,H30,1,H30_8940d30e39a0b343,125,123,2,1,test
amp_vs_without_amp_evidence,H30,1,H30_1191b8a9a55a49c5,124,124,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_6cf090fb21e680a1,123,0,123,0,validation
amp_vs_without_amp_evidence,H30,1,H30_8d9e468e73f4ee28,117,0,117,0,test
amp_vs_without_amp_evidence,H30,1,H30_e3b6c41ef01e10f7,117,117,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_d33726234d2e194f,115,115,0,0,test
amp_vs_without_amp_evidence,H30,1,H30_c32732f354611072,113,113,0,0,test
amp_vs_without_amp_evidence,H30,1,H30_54faee0e8bc7d2dd,112,0,112,0,validation
amp_vs_without_amp_evidence,H30,1,H30_391e2ad680d39660,107,0,107,0,validation
amp_vs_without_amp_evidence,H30,1,H30_85bd92387ac5d4be,107,3,104,1,test
amp_vs_without_amp_evidence,H30,1,H30_82ba40d4871c40de,105,105,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_fadf5a18d5ad1517,98,98,0,0,validation
amp_vs_without_amp_evidence,H30,1,H30_f946e6d7b835182f,95,94,1,1,test
