task_id,homology_config_id,seed,cluster_id,total_count,positive_count,negative_count,mixed_label_cluster,partition
amp_vs_toxic_without_amp_evidence,H70,0,H70_baa76feda28aff24,243,224,19,1,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_0a310700636080db,194,194,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_95086c91235e12b0,192,192,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_d246681ff327076e,191,191,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_6ac0306df6952238,183,178,5,1,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_59870328cfef9d41,170,170,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_814c0768cddd2590,155,155,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_c4c9a6729d5c05c3,154,154,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_6b55ecebe78f0fba,149,149,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_c6437414a9ea6278,132,0,132,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_3723bbf106526199,128,0,128,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_f71c23814b602dc0,103,103,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_19e632e6a2c2aaa4,96,96,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_897bcbc780e9add8,88,88,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_3321eb6da9d2d650,85,85,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_8a32e23fbd82bf5f,81,81,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_04f12e0a8c242b47,81,81,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_70734ec9f7c052d8,79,79,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_b1a6cc420c1df626,75,75,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_436dfb29f0d465f2,73,73,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_abd249ebec673f27,73,73,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_321c019d4446ceb4,71,71,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_a94150f8d04355d0,71,8,63,1,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_9062fe0b711a5e25,69,69,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_6345ce004cb53f96,67,67,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_6130aa3ac97412a7,67,67,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_891206e3c3378426,66,0,66,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_d5d50efcd8d952c3,65,65,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_a98620edd42ce682,65,0,65,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_5245151bc7a4cc91,65,65,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_e3e8cab7234e87e2,65,65,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_720ddc82598bbfff,62,0,62,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_7d4c223d558c7fb2,60,60,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_3c70e6825f9699ae,60,0,60,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_d234524543bdb91d,59,0,59,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_9342fc0e68b58ad1,56,4,52,1,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_2cddee5f4261f9f4,55,0,55,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_9e82b400581a5862,53,53,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_a117bbdb53d9ffb6,53,53,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_3e8300b1d4cda4e4,52,52,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_488ca83efd48bf72,52,0,52,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_029fa5ff13f8702a,51,51,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_5a5ee4f5043acb3a,50,0,50,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_72ee01f23745be28,50,50,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_6580c8d03e0715c6,49,0,49,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_fd715e6bc90cf78b,49,49,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_cd6319ab9374432a,48,0,48,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_bfea797c910c1c3b,48,48,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_4881692794de5604,47,47,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_719bfa3082d5ac5f,47,47,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_7241d28f4acb6a8f,47,0,47,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_8fd9737bb89ca8ba,46,46,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_a3bd85f4ddf150b2,46,46,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_dd8cbc5f0ac92bee,46,46,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_6502928671135183,46,46,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_06f36794ca76d1e7,45,45,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_dcb4f346f4fd75b1,44,44,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_15d2fb0ee8cf2fa2,44,0,44,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_e254a71ace417d26,44,44,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_793eb4f73db1f5fa,43,43,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_69799490a0cd6c58,43,43,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_0c052b86cb80ed23,43,43,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_920dd97bfa12fdf6,41,41,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_0d644282ba3d91f5,41,41,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_069f3086d89c4c31,40,0,40,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_23cc579381199638,40,40,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_7e0b3e441c8b548b,40,37,3,1,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_edc7f9988e51ffc2,39,0,39,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_1d97d1ff2613c79d,39,39,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_668334a2ec519b02,39,39,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_25e342e1c4446c76,38,38,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_cc136560b7aad24b,38,0,38,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_fba63c3e8e400840,38,38,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_3a881eba13c879f9,38,38,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_90c39714d7aaf49e,37,37,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_26644ecffd563795,37,0,37,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_020cbe3fe560839a,36,36,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_c845d9dc64a94e5b,36,36,0,0,test
amp_vs_toxic_without_amp_evidence,H70,0,H70_126d05436ab22e7d,36,36,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_fe95f3ac58102c59,36,36,0,0,validation
amp_vs_toxic_without_amp_evidence,H70,0,H70_56357a942d87a112,35,0,35,0,validation
